Respondent_ID,Segment,Anket_Adi,Anket_Tarihi,Acente_Adi,Sehir,Bolge,CustomerName,CustomerType,Filo_Retail,Yas,Cinsiyet,Gelir_Grubu,S2_Stenos_Kredisi_Kullandi_mi,S3_Tercih_Etmeme_Nedeni,S12_En_Onemli_Neden,S4_Teklif_Alinan_Kuruluslar,S5_Kredi_Kullanilan_Kurulus,Odeme_Yontemi,S6_Bilgilendirme_Memnuniyeti,S7_Dijital_Kolayliklarin_Onemi,S8_Marka_Baglantisi_Etkili_mi,S9_Onemli_Ek_Avantajlar,S10_Kasko_Tercih_Etmeme_Nedeni,S11_Gelecekte_Tercih_Olasiligi,M1_Veri_Paylasim_Izni,S6_Endeks_100,S6_Top2Box,S11_Yuksek_Egilim
CSI-NCR-00210,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-02-20,Stenos Diyarbakır Kayapınar,Diyarbakır,Güney Doğu Anadolu Bölgesi,Besey Özdeş Demir Yorulmaz,Otomobil-Binek,Filo,36,Erkek,50.001 - 85.000 TL,2,Yeterli kredi limiti / onay alamadım,Yeterli kredi limiti / onay alamadım,Vakıflar Bankası; Akbank; Alternatifbank,Vakıflar Bankası,Rakip Kuruluş Kredisi,3,9,2,Özel müşteri temsilcisi,Servis hizmet memnuniyetsizliği; Kendi sigortacısının olması / Tanıdık acente olması,%0 -%25,1,22.2,0,0
CSI-NCR-00211,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-04-14,Stenos Adana Seyhan,Adana,Akdeniz Bölgesi,Serol Duran,Otomobil-Binek,Retail,62,Erkek,85.001 - 150.000 TL,2,Nakit alımı tercih ettim,Nakit alımı tercih ettim,ING; Türkiye Finans; Alternatifbank,Henüz kredi kullanmadım,Nakit / Havale,9,9,2,Online store; Vade seçenekleri,Kendi sigortacısının olması / Tanıdık acente olması; Servis hizmet memnuniyetsizliği,%76 - %100,1,88.9,1,1
CSI-NCR-00212,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-05-10,Stenos İstanbul Kadıköy,İstanbul,Marmara Bölgesi,Burakhan Hayrioğlu,Otomobil-Binek,Retail,48,Kadın,25.001 - 50.000 TL,2,Yeterli kredi limiti / onay alamadım,Yeterli kredi limiti / onay alamadım,Kuveyt Türk; Denizbank,Kuveyt Türk,Rakip Kuruluş Kredisi,7,7,1,Ödeme tatili / Ödemesiz dönem; Sigorta kolaylığı; İşlem masrafı,Kendi sigortacısının olması / Tanıdık acente olması; Sigorta şirketi memnuniyetsizliği,%51 - %75,2,66.7,0,1
CSI-NCR-00213,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-04-03,Stenos Denizli Merkezefendi,Denizli,Ege Bölgesi,Dr. Gülsiye İlkbahar Soylu Çorlu,Otomobil-Binek,Retail,49,Kadın,50.001 - 85.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,AlBaraka; Kuveyt Türk; Şekerbank,AlBaraka,Rakip Kuruluş Kredisi,6,5,1,Özel müşteri temsilcisi; Vade seçenekleri,Servis hizmet memnuniyetsizliği,%26 - %50,1,55.6,0,0
CSI-NCR-00214,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-10-02,Stenos Trabzon Ortahisar,Trabzon,Karadeniz Bölgesi,Prof. Azade Servinaz Yaman Zorlu,Otomobil-Binek,Retail,63,Kadın,150.000 TL üzeri,2,Nakit alımı tercih ettim,Nakit alımı tercih ettim,Finans Bank; OdeaBank,Henüz kredi kullanmadım,Nakit / Havale,6,5,1,Ödeme tatili / Ödemesiz dönem,Servis hizmet memnuniyetsizliği; Kendi sigortacısının olması / Tanıdık acente olması,%26 - %50,1,55.6,0,0
CSI-NCR-00215,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-03-06,Stenos Erzurum Yakutiye,Erzurum,Doğu Anadolu Bölgesi,Öğr. Özdeş Ağbegim Durmuş,Hafif Ticari,Retail,36,Erkek,50.001 - 85.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Halk Bankası; Finans Bank; Garanti Bankası,Halk Bankası,Rakip Kuruluş Kredisi,6,6,1,Online store; Sigorta kolaylığı; İşlem masrafı,Kendi sigortacısının olması / Tanıdık acente olması; Servis hizmet memnuniyetsizliği,%26 - %50,1,55.6,0,0
CSI-NCR-00216,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-05-17,Stenos Malatya Battalgazi,Malatya,Doğu Anadolu Bölgesi,Dr. Meveddet Amre Gülen Eraslan,Hafif Ticari,Retail,52,Kadın,150.000 TL üzeri,2,Kendi bankamın teklifi daha uygundu,Kendi bankamın teklifi daha uygundu,Garanti Bankası; Alternatifbank; İş Bankası,Garanti Bankası,Rakip Kuruluş Kredisi,7,7,1,Ödeme tatili / Ödemesiz dönem; İşlem masrafı; Özel müşteri temsilcisi,Sigorta şirketi memnuniyetsizliği,%26 - %50,1,66.7,0,0
CSI-NCR-00217,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-01-05,Stenos Malatya Battalgazi,Malatya,Doğu Anadolu Bölgesi,Âdem Bilir,Hafif Ticari,Retail,40,Erkek,25.001 - 50.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,HSBC Bank; Alternatifbank; Halk Bankası; Anadolubank,HSBC Bank,Rakip Kuruluş Kredisi,8,10,2,Vade seçenekleri; İşlem masrafı; Online store,Sigorta şirketi memnuniyetsizliği; Kendi sigortacısının olması / Tanıdık acente olması,%76 - %100,1,77.8,0,1
CSI-NCR-00218,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-07-22,Stenos Gaziantep Şahinbey,Gaziantep,Güney Doğu Anadolu Bölgesi,Alanalp Şafak,Otomobil-Binek,Retail,29,Kadın,85.001 - 150.000 TL,2,Nakit alımı tercih ettim,Nakit alımı tercih ettim,QNB Fibabank; Anadolubank; OdeaBank,Henüz kredi kullanmadım,Nakit / Havale,3,5,2,Özel müşteri temsilcisi; Vade seçenekleri; Online store,Sigorta şirketi memnuniyetsizliği,%0 -%25,1,22.2,0,0
CSI-NCR-00219,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-04-19,Stenos Erzurum Yakutiye,Erzurum,Doğu Anadolu Bölgesi,Banü Zevlüde Yorulmaz İhsanoğlu,Otomobil-Binek,Filo,42,Erkek,50.001 - 85.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Yapı ve Kredi Bankası; TEB (Türk Ekonomi Bankası); OdeaBank,Yapı ve Kredi Bankası,Rakip Kuruluş Kredisi,5,5,2,Ödeme tatili / Ödemesiz dönem,Kendi sigortacısının olması / Tanıdık acente olması; Sigorta şirketi memnuniyetsizliği,%51 - %75,1,44.4,0,1
CSI-NCR-00220,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-06-11,Stenos Gaziantep Şahinbey,Gaziantep,Güney Doğu Anadolu Bölgesi,Necdat Türk,Otomobil-Binek,Retail,44,Erkek,150.000 TL üzeri,2,Nakit alımı tercih ettim,Nakit alımı tercih ettim,Alternatifbank,Henüz kredi kullanmadım,Nakit / Havale,9,4,2,Ödeme tatili / Ödemesiz dönem,Servis hizmet memnuniyetsizliği; Kendi sigortacısının olması / Tanıdık acente olması,%26 - %50,1,88.9,1,0
CSI-NCR-00221,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-05-03,Stenos Kayseri Melikgazi,Kayseri,İç Anadolu Bölgesi,Rehime Gülay Öcalan,Hafif Ticari,Retail,35,Erkek,50.001 - 85.000 TL,2,Nakit alımı tercih ettim,Nakit alımı tercih ettim,OdeaBank; Anadolubank,Henüz kredi kullanmadım,Nakit / Havale,9,9,2,İşlem masrafı,Sigorta şirketi memnuniyetsizliği,%76 - %100,1,88.9,1,1
CSI-NCR-00222,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-03-17,Stenos Gaziantep Şahinbey,Gaziantep,Güney Doğu Anadolu Bölgesi,Çıdal Şensoy,Otomobil-Binek,Retail,50,Erkek,25.001 - 50.000 TL,2,Borçlanmak istemedim / mevcut kredi yüküm vardı,Borçlanmak istemedim / mevcut kredi yüküm vardı,Burgan Bank; OdeaBank,Henüz kredi kullanmadım,Nakit / Havale,7,4,2,Özel müşteri temsilcisi,Sigorta şirketi memnuniyetsizliği; Kendi sigortacısının olması / Tanıdık acente olması,%26 - %50,1,66.7,0,0
CSI-NCR-00223,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-05-26,Stenos Denizli Merkezefendi,Denizli,Ege Bölgesi,Okt. Nursim Seniha Bilge,Otomobil-Binek,Retail,38,Kadın,25.001 - 50.000 TL,2,Yeterli kredi limiti / onay alamadım,Yeterli kredi limiti / onay alamadım,HSBC Bank; Anadolubank; QNB Fibabank,HSBC Bank,Rakip Kuruluş Kredisi,7,6,2,Ödeme tatili / Ödemesiz dönem; İşlem masrafı; Online store,Sigorta şirketi memnuniyetsizliği; Servis hizmet memnuniyetsizliği,%0 -%25,1,66.7,0,0
CSI-NCR-00224,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-06-12,Stenos İstanbul Kadıköy,İstanbul,Marmara Bölgesi,Nurey Çorlu Tarhan,Otomobil-Binek,Retail,57,Erkek,25.001 - 50.000 TL,2,Kendi bankamın teklifi daha uygundu,Kendi bankamın teklifi daha uygundu,Ziraat Bankası; Vakıflar Bankası,Ziraat Bankası,Rakip Kuruluş Kredisi,5,6,1,Sigorta kolaylığı; Online store,Kendi sigortacısının olması / Tanıdık acente olması,%51 - %75,1,44.4,0,1
CSI-NCR-00225,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-01-26,Stenos Adana Seyhan,Adana,Akdeniz Bölgesi,Tunçboğa Bilge,Hafif Ticari,Filo,30,Erkek,25.001 - 50.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Finans Bank; Halk Bankası; Kuveyt Türk,Finans Bank,Rakip Kuruluş Kredisi,6,7,2,Özel müşteri temsilcisi; Vade seçenekleri,Sigorta şirketi memnuniyetsizliği; Servis hizmet memnuniyetsizliği,%26 - %50,1,55.6,0,0
CSI-NCR-00226,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-04-09,Stenos Kayseri Melikgazi,Kayseri,İç Anadolu Bölgesi,Durgadin Gözem Duran Gülen,Otomobil-Binek,Retail,55,Kadın,50.001 - 85.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Vakıflar Bankası; Yapı ve Kredi Bankası; Akbank,Vakıflar Bankası,Rakip Kuruluş Kredisi,7,5,2,Özel müşteri temsilcisi; Sigorta kolaylığı; Ödeme tatili / Ödemesiz dönem,Kendi sigortacısının olması / Tanıdık acente olması; Sigorta şirketi memnuniyetsizliği,%0 -%25,1,66.7,0,0
CSI-NCR-00227,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-12-03,Stenos İstanbul Kadıköy,İstanbul,Marmara Bölgesi,Yurdanur Bilgin,Otomobil-Binek,Retail,38,Erkek,25.001 - 50.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Halk Bankası; Ziraat Bankası; OdeaBank; Kuveyt Türk,Halk Bankası,Rakip Kuruluş Kredisi,5,9,1,Sigorta kolaylığı,Servis hizmet memnuniyetsizliği; Sigorta şirketi memnuniyetsizliği,%0 -%25,1,44.4,0,0
CSI-NCR-00228,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-03-21,Stenos İstanbul Maslak,İstanbul,Marmara Bölgesi,Çelem Yıldırım,Otomobil-Binek,Retail,21,Kadın,85.001 - 150.000 TL,2,Nakit alımı tercih ettim,Nakit alımı tercih ettim,Garanti Bankası; Burgan Bank,Henüz kredi kullanmadım,Nakit / Havale,7,8,2,Özel müşteri temsilcisi; İşlem masrafı; Online store,Kendi sigortacısının olması / Tanıdık acente olması; Sigorta şirketi memnuniyetsizliği,%26 - %50,1,66.7,0,0
CSI-NCR-00229,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-05-28,Stenos Bursa Nilüfer,Bursa,Marmara Bölgesi,Seyyide Zinnure Şafak,Otomobil-Binek,Retail,35,Erkek,25.001 - 50.000 TL,2,Kendi bankamın teklifi daha uygundu,Kendi bankamın teklifi daha uygundu,Şekerbank; Kuveyt Türk; AlBaraka,Şekerbank,Rakip Kuruluş Kredisi,8,10,2,Online store,Servis hizmet memnuniyetsizliği,%51 - %75,1,77.8,0,1
CSI-NCR-00230,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-05-28,Stenos Kayseri Melikgazi,Kayseri,İç Anadolu Bölgesi,Hanbiken Yüksel Ertaş,Otomobil-Binek,Retail,21,Kadın,50.001 - 85.000 TL,2,Kampanya ve vade koşulları uygun değildi,Kampanya ve vade koşulları uygun değildi,İş Bankası; Akbank,İş Bankası,Rakip Kuruluş Kredisi,8,9,1,Özel müşteri temsilcisi; Sigorta kolaylığı; Online store,Sigorta şirketi memnuniyetsizliği; Kendi sigortacısının olması / Tanıdık acente olması,%51 - %75,1,77.8,0,1
CSI-NCR-00231,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-07-30,Stenos Denizli Merkezefendi,Denizli,Ege Bölgesi,Fehmiye Kübran Akar İhsanoğlu,Hafif Ticari,Retail,75,Erkek,50.001 - 85.000 TL,2,Kendi bankamın teklifi daha uygundu,Kendi bankamın teklifi daha uygundu,TEB (Türk Ekonomi Bankası); Garanti Bankası; HSBC Bank; Yapı ve Kredi Bankası,TEB (Türk Ekonomi Bankası),Rakip Kuruluş Kredisi,6,9,2,Online store; Vade seçenekleri,Kendi sigortacısının olması / Tanıdık acente olması,%51 - %75,1,55.6,0,1
CSI-NCR-00232,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-08-04,Stenos İstanbul Kadıköy,İstanbul,Marmara Bölgesi,Akgöl Ünsever Ülker Seven,Otomobil-Binek,Retail,61,Kadın,25.001 - 50.000 TL,2,Yeterli kredi limiti / onay alamadım,Yeterli kredi limiti / onay alamadım,Şekerbank; Garanti Bankası,Şekerbank,Rakip Kuruluş Kredisi,3,9,1,Online store; İşlem masrafı; Özel müşteri temsilcisi,Servis hizmet memnuniyetsizliği; Sigorta şirketi memnuniyetsizliği,%26 - %50,1,22.2,0,0
CSI-NCR-00233,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-01-02,Stenos Malatya Battalgazi,Malatya,Doğu Anadolu Bölgesi,Ensari Bilir,Otomobil-Binek,Retail,53,Erkek,50.001 - 85.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Kuveyt Türk; QNB Fibabank; ING; Alternatifbank,Kuveyt Türk,Rakip Kuruluş Kredisi,4,9,2,İşlem masrafı; Ödeme tatili / Ödemesiz dönem,Sigorta şirketi memnuniyetsizliği; Servis hizmet memnuniyetsizliği,%0 -%25,2,33.3,0,0
CSI-NCR-00234,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-04-18,Stenos İzmir Bornova,İzmir,Ege Bölgesi,Azettin Tevetoğlu,Otomobil-Binek,Retail,60,Erkek,25.001 - 50.000 TL,2,Kendi bankamın teklifi daha uygundu,Kendi bankamın teklifi daha uygundu,AlBaraka; ING; Ziraat Bankası,AlBaraka,Rakip Kuruluş Kredisi,8,10,2,İşlem masrafı,Kendi sigortacısının olması / Tanıdık acente olması; Servis hizmet memnuniyetsizliği,%51 - %75,1,77.8,0,1
CSI-NCR-00235,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-06-29,Stenos Kayseri Melikgazi,Kayseri,İç Anadolu Bölgesi,Muhammet Süha Tarhan,Hafif Ticari,Retail,31,Erkek,85.001 - 150.000 TL,2,Nakit alımı tercih ettim,Nakit alımı tercih ettim,Ziraat Bankası,Henüz kredi kullanmadım,Nakit / Havale,7,10,1,Sigorta kolaylığı,Servis hizmet memnuniyetsizliği,%76 - %100,1,66.7,0,1
CSI-NCR-00236,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-04-30,Stenos Bursa Nilüfer,Bursa,Marmara Bölgesi,Ercihan Zihni Türk,Otomobil-Binek,Retail,42,Erkek,85.001 - 150.000 TL,2,Kendi bankamın teklifi daha uygundu,Kendi bankamın teklifi daha uygundu,TEB (Türk Ekonomi Bankası); Denizbank; OdeaBank; ING,TEB (Türk Ekonomi Bankası),Rakip Kuruluş Kredisi,4,10,2,Ödeme tatili / Ödemesiz dönem; İşlem masrafı,Servis hizmet memnuniyetsizliği,%0 -%25,1,33.3,0,0
CSI-NCR-00237,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-07-09,Stenos Gaziantep Şahinbey,Gaziantep,Güney Doğu Anadolu Bölgesi,Sehel Bilgin Duran,Hafif Ticari,Retail,63,Kadın,150.000 TL üzeri,2,Kendi bankamın teklifi daha uygundu,Kendi bankamın teklifi daha uygundu,HSBC Bank; Alternatifbank; Yapı ve Kredi Bankası,HSBC Bank,Rakip Kuruluş Kredisi,8,5,2,Sigorta kolaylığı; İşlem masrafı,Servis hizmet memnuniyetsizliği; Sigorta şirketi memnuniyetsizliği,%26 - %50,1,77.8,0,0
CSI-NCR-00238,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-02-11,Stenos Antalya Muratpaşa,Antalya,Akdeniz Bölgesi,Çağlasın Bilge,Otomobil-Binek,Retail,42,Erkek,85.001 - 150.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Vakıflar Bankası; OdeaBank; QNB Fibabank; Halk Bankası,Vakıflar Bankası,Rakip Kuruluş Kredisi,8,6,2,Özel müşteri temsilcisi,Sigorta şirketi memnuniyetsizliği; Kendi sigortacısının olması / Tanıdık acente olması,%26 - %50,1,77.8,0,0
CSI-NCR-00239,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-04-20,Stenos Malatya Battalgazi,Malatya,Doğu Anadolu Bölgesi,Berksay Onurcan Arslan,Hafif Ticari,Retail,47,Kadın,50.001 - 85.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Garanti Bankası; Türkiye Finans,Garanti Bankası,Rakip Kuruluş Kredisi,5,10,2,İşlem masrafı,Sigorta şirketi memnuniyetsizliği; Servis hizmet memnuniyetsizliği,%0 -%25,1,44.4,0,0
CSI-NCR-00240,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-04-28,Stenos Erzurum Yakutiye,Erzurum,Doğu Anadolu Bölgesi,Av. Yücelen Sevindik Hayrioğlu,Otomobil-Binek,Filo,45,Kadın,25.000 TL altı,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Ziraat Bankası; AlBaraka,Ziraat Bankası,Rakip Kuruluş Kredisi,6,7,2,Ödeme tatili / Ödemesiz dönem,Kendi sigortacısının olması / Tanıdık acente olması,%0 -%25,2,55.6,0,0
CSI-NCR-00241,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-04-06,Stenos İstanbul Maslak,İstanbul,Marmara Bölgesi,Havali Hançer,Hafif Ticari,Retail,49,Kadın,85.001 - 150.000 TL,2,Nakit alımı tercih ettim,Nakit alımı tercih ettim,Denizbank,Henüz kredi kullanmadım,Nakit / Havale,9,10,1,Sigorta kolaylığı; Vade seçenekleri; Özel müşteri temsilcisi,Servis hizmet memnuniyetsizliği; Kendi sigortacısının olması / Tanıdık acente olması,%76 - %100,1,88.9,1,1
CSI-NCR-00242,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-06-30,Stenos Ankara Çankaya,Ankara,İç Anadolu Bölgesi,Tuğrulhan Fırat,Hafif Ticari,Retail,36,Erkek,50.001 - 85.000 TL,2,Kendi bankamın teklifi daha uygundu,Kendi bankamın teklifi daha uygundu,Vakıflar Bankası; OdeaBank,Vakıflar Bankası,Rakip Kuruluş Kredisi,7,8,2,İşlem masrafı; Online store; Vade seçenekleri,Kendi sigortacısının olması / Tanıdık acente olması; Sigorta şirketi memnuniyetsizliği,%51 - %75,1,66.7,0,1
CSI-NCR-00243,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-10-26,Stenos Kayseri Melikgazi,Kayseri,İç Anadolu Bölgesi,Öğr. Ginyas Evcimen Yorulmaz,Otomobil-Binek,Retail,61,Erkek,85.001 - 150.000 TL,2,Kendi bankamın teklifi daha uygundu,Kendi bankamın teklifi daha uygundu,Yapı ve Kredi Bankası; TEB (Türk Ekonomi Bankası),Yapı ve Kredi Bankası,Rakip Kuruluş Kredisi,8,10,2,Sigorta kolaylığı; Vade seçenekleri; İşlem masrafı,Kendi sigortacısının olması / Tanıdık acente olması; Servis hizmet memnuniyetsizliği,%76 - %100,1,77.8,0,1
CSI-NCR-00244,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-06-03,Stenos Samsun İlkadım,Samsun,Karadeniz Bölgesi,Dr. Umutcan Şafak,Otomobil-Binek,Filo,54,Kadın,85.001 - 150.000 TL,2,Nakit alımı tercih ettim,Nakit alımı tercih ettim,Halk Bankası; HSBC Bank; Alternatifbank,Henüz kredi kullanmadım,Nakit / Havale,9,6,1,Sigorta kolaylığı; Vade seçenekleri; Online store,Kendi sigortacısının olması / Tanıdık acente olması; Servis hizmet memnuniyetsizliği,%51 - %75,1,88.9,1,1
CSI-NCR-00245,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-04-26,Stenos Bursa Nilüfer,Bursa,Marmara Bölgesi,Bayan Nazende Akça Şensoy,Hafif Ticari,Retail,21,Erkek,25.000 TL altı,2,Yeterli kredi limiti / onay alamadım,Yeterli kredi limiti / onay alamadım,Denizbank; Ziraat Bankası; TEB (Türk Ekonomi Bankası); Anadolubank,Denizbank,Rakip Kuruluş Kredisi,4,8,2,Vade seçenekleri,Sigorta şirketi memnuniyetsizliği,%26 - %50,2,33.3,0,0
CSI-NCR-00246,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-06-20,Stenos İzmir Bornova,İzmir,Ege Bölgesi,Yaşar Hayrioğlu Sezer,Otomobil-Binek,Retail,41,Kadın,25.000 TL altı,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Vakıflar Bankası; Ziraat Bankası; Finans Bank,Vakıflar Bankası,Rakip Kuruluş Kredisi,6,8,2,Özel müşteri temsilcisi,Servis hizmet memnuniyetsizliği,%51 - %75,1,55.6,0,1
CSI-NCR-00247,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2026-02-28,Stenos Bursa Nilüfer,Bursa,Marmara Bölgesi,Öğr. Faize Melûl Kısakürek,Otomobil-Binek,Retail,52,Kadın,50.001 - 85.000 TL,2,Nakit alımı tercih ettim,Nakit alımı tercih ettim,Vakıflar Bankası,Henüz kredi kullanmadım,Nakit / Havale,6,9,1,Ödeme tatili / Ödemesiz dönem,Sigorta şirketi memnuniyetsizliği,%0 -%25,1,55.6,0,0
CSI-NCR-00248,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-04-07,Stenos Erzurum Yakutiye,Erzurum,Doğu Anadolu Bölgesi,Prof. Safet Güçlü,Otomobil-Binek,Filo,37,Erkek,50.001 - 85.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Finans Bank; QNB Fibabank; Anadolubank,Finans Bank,Rakip Kuruluş Kredisi,8,8,2,Özel müşteri temsilcisi; Ödeme tatili / Ödemesiz dönem,Servis hizmet memnuniyetsizliği; Sigorta şirketi memnuniyetsizliği,%76 - %100,2,77.8,0,1
CSI-NCR-00249,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-02-28,Stenos Gaziantep Şahinbey,Gaziantep,Güney Doğu Anadolu Bölgesi,Av. Ebuakil Ginyas Akdeniz,Otomobil-Binek,Retail,59,Erkek,25.001 - 50.000 TL,2,Yeterli kredi limiti / onay alamadım,Yeterli kredi limiti / onay alamadım,İş Bankası; Anadolubank; AlBaraka,İş Bankası,Rakip Kuruluş Kredisi,3,7,1,Özel müşteri temsilcisi,Servis hizmet memnuniyetsizliği,%0 -%25,1,22.2,0,0
CSI-NCR-00250,Kredi Kullanmayan Müşteri,Stenos Auto_2025_CSI_KrediKullanmayanlar_Soru_Formu_v4-Final,2025-04-02,Stenos Kayseri Melikgazi,Kayseri,İç Anadolu Bölgesi,Ümmet Ertaş,Otomobil-Binek,Filo,62,Kadın,50.001 - 85.000 TL,2,Faiz oranları yüksek geldi,Faiz oranları yüksek geldi,Vakıflar Bankası; Akbank; HSBC Bank,Vakıflar Bankası,Rakip Kuruluş Kredisi,8,7,1,Ödeme tatili / Ödemesiz dönem; Online store; Özel müşteri temsilcisi,Servis hizmet memnuniyetsizliği; Kendi sigortacısının olması / Tanıdık acente olması,%51 - %75,1,77.8,0,1
