Respondent_ID,Segment,Anket_Adi,Anket_Tarihi,G1_Acente_Adi,Acente_Adi,Sehir,Bolge,G6_Ad_Soyad,G7_Bolum,G5_Sorumlu_Segment,G4_Gorev_Satis,G4X_Gorev_Sigorta,G3_Calisma_Suresi,Acente_Satis_Basarisi_Endeks_100,M7_Oneri_Duzeyi_Kod,M7_Oneri_Duzeyi,M1c_Baska_Kurumla_Calisiyor_mu,M1a_Yogun_Calisilan_Kurumlar,M1b_Tercih_Nedeni,M4a_Genel_Memnuniyet_Finans,M3_Brand_Retention,M6_Recommendation_NPS,M6x_Brand_Importance,M10_Sadakat_Unsuru_mu,M11_Neden,M8_Mutlu_Eden_Etkenler,M9_Iyilestirilecek_Konular,S1_1_Ziyaret_Genel_Memnuniyet,S1_2_Ziyaret_Sikligi_Memnuniyet,S3a_Kredilendirme_Sureci,S3b_Stenos_CRM_Memnuniyeti,S3bx_Stenos_CRM_Memnuniyeti_Sigorta,S3b_1_CRM_Sistem_Hizi,S3c_CRM_Memnuniyetsizlik_Nedeni,S5c_Egitim_Memnuniyeti,S6_Mobil_App_Bahsediyor_mu,S7_Mobil_App_Oneriyor_mu,S8_Onermeme_Nedeni,Q1_En_Basarili_Sigorta_Sirketleri,M4aX_Kasko_Genel_Memnuniyet,M6x_Kasko_Tavsiye,Q3_Kasko_Onerme_Egilimi,Q5_Onermeme_Nedeni,Q6_Onerme_Nedeni,M1_Veri_Paylasim_Izni,CRM_Memnuniyeti_Birlesik,CRM_Endeks_100,NPS_Kategori,Genel_Memnuniyet_Birlesik
DSI-00155,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-03-17,Stenos Samsun İlkadım,Stenos Samsun İlkadım,Samsun,Karadeniz Bölgesi,Birgül Sehel Bilge Demir,Satış,Otomobil,Showroom Müdürü/ 2. El Showroom Müdürü,,3 yıldan fazla,65.8,5.0,Kredi için önerdiğim tek finans kurumudur,1.0,Stenos Auto Finans; Alternatifbank; Garanti Bankası,Uzun süredir çalışıyoruz,9.0,9.0,5.0,8.0,1.0,,Yeniden borcu yapılandırması; Eski müşteriyi takip edebilme olanağı,Eksik evrak bildiriminin geç haber verilmesi; Teknolojik alt yapılarının olmaması,8.0,9.0,10.0,9.0,,8,,6.0,2.0,1.0,,,,,8,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,9.0,88.9,Detractor,9.0
DSI-00156,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-06-19,Stenos Trabzon Ortahisar,Stenos Trabzon Ortahisar,Trabzon,Karadeniz Bölgesi,Öğr. Ürfettin Zekayi Zengin,Satış,Otomobil,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,1 yıl – 3 yıl arası,71.8,4.0,Kredi için en sık önerdiğim finans kurumudur,2.0,Stenos Auto Finans; Denizbank; Vakıflar Bankası,Uzun süredir çalışıyoruz,7.0,8.0,7.0,7.0,1.0,,Sabit faiz uygulaması; Bankalar gibi şube limitinin olmaması; Eski müşteriyi takip edebilme olanağı,"Eksik evrak bildiriminin geç haber verilmesi; Prim sisteminde acenteye ödeme yapılması, paranın kesintiye uğraması; Yeterince eğitim verilmemesi; Satış danışmanlarının inisiyatif almaması",7.0,2.0,10.0,8.0,,7,,9.0,2.0,1.0,,,,,6,Fiyat rekabetçi değil / hasar süreci yavaş,,1,8.0,77.8,Passive,7.0
DSI-00157,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-05-02,Stenos Diyarbakır Kayapınar,Stenos Diyarbakır Kayapınar,Diyarbakır,Güney Doğu Anadolu Bölgesi,Şeref Samahat Aksu Mansız,Satış,Otomobil,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,3 yıldan fazla,70.7,3.0,Önerdiğim birkaç finans kurumundan biridir,2.0,Stenos Auto Finans; QNB Fibabank,Onay süreleri kısa,5.0,5.0,3.0,5.0,2.0,Rakip kurumların koşulları daha esnek kalıyor,Bankalar gibi şube limitinin olmaması; Stenos CRM sisteminin iyi olması; Kontaktaki kişilerin olumlu sıcak yaklaşımları; Düşük faiz uygulaması,Kolay ulaşılır olmaması; Banka kadar esnek olunmaması,99.0,1.0,6.0,5.0,,3,"Ekranlar arası geçiş yavaş, rapor almak zor",7.0,2.0,2.0,Uygulamayı yeterince tanımıyorum,,,,2,Fiyat rekabetçi değil / hasar süreci yavaş,,1,5.0,44.4,Detractor,5.0
DSI-00158,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-02-17,Stenos İstanbul Kadıköy,Stenos İstanbul Kadıköy,İstanbul,Marmara Bölgesi,Özdil Bilir,Satış,Tüm segmentler,Acente Operasyon Sorumlusu (S.O.S.),,1 yıl – 3 yıl arası,70.1,,,,,,6.0,,,6.0,2.0,Rakip kurumların koşulları daha esnek kalıyor,Eski müşteriyi takip edebilme olanağı; Stenos CRM üzerinden takip yapılabilmesi; Sabit faiz uygulaması,Yeterince eğitim verilmemesi; Banka kadar esnek olunmaması; Tecrübesiz çalışanlarının olması; Kolay ulaşılır olmaması,,,5.0,6.0,,5,"Ekranlar arası geçiş yavaş, rapor almak zor",6.0,1.0,1.0,,,,,7,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,6.0,55.6,,6.0
DSI-00159,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-04-09,Stenos Samsun İlkadım,Stenos Samsun İlkadım,Samsun,Karadeniz Bölgesi,Ülküdeş Yorulmaz,Satış,Otomobil,Satış müdürü,,1 yıldan daha az bir süredir,58.1,3.0,Önerdiğim birkaç finans kurumundan biridir,1.0,Stenos Auto Finans; HSBC Bank,Faiz avantajı,7.0,7.0,7.0,8.0,2.0,Rakip kurumların koşulları daha esnek kalıyor,Kontaktaki kişilerin olumlu sıcak yaklaşımları; Eski müşteriyi takip edebilme olanağı,Yeterince eğitim verilmemesi; Kolay ulaşılır olmaması; Evrakların yavaş kontrol edilmesi,6.0,7.0,8.0,7.0,,7,,5.0,2.0,1.0,,,,,7,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,7.0,66.7,Passive,7.0
DSI-00160,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-04-30,Stenos İstanbul Kadıköy,Stenos İstanbul Kadıköy,İstanbul,Marmara Bölgesi,Yıldız Leyli Tevetoğlu Duran,Satış,Hafif ticari araçlar,Filo Satış Müdürü,,1 yıl – 3 yıl arası,85.6,5.0,Kredi için önerdiğim tek finans kurumudur,1.0,Stenos Auto Finans; Anadolubank; AlBaraka,Evrak süreci daha basit,7.0,6.0,5.0,8.0,1.0,,Kontaktaki kişilerin olumlu sıcak yaklaşımları; Kolay ulaşılabilirlik; Güvenilir bir kurum olması; Düşük faiz uygulaması,Telefonların hep meşgul olması ya da cevap verilmemesi,5.0,5.0,5.0,7.0,,6,,7.0,2.0,1.0,,,,,8,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,7.0,66.7,Detractor,7.0
DSI-00161,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-02-09,Stenos Denizli Merkezefendi,Stenos Denizli Merkezefendi,Denizli,Ege Bölgesi,Okt. Yahşikan Arslan,Satış,Otomobil,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,1 yıl – 3 yıl arası,90.4,3.0,Önerdiğim birkaç finans kurumundan biridir,1.0,Stenos Auto Finans; Akbank; Ziraat Bankası,Müşteri temsilcisi desteği iyi,10.0,9.0,7.0,9.0,2.0,Rakip kurumların koşulları daha esnek kalıyor,Kontaktaki kişilerin olumlu sıcak yaklaşımları; Stenos CRM sisteminin iyi olması; Esnek ödeme planı sunması,Telefonlara geri dönülmemesi; Satış danışmanlarının inisiyatif almaması; Evrakların yavaş kontrol edilmesi,10.0,8.0,10.0,9.0,,10,,8.0,1.0,1.0,,,,,10,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,9.0,88.9,Passive,10.0
DSI-00162,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-05-10,Stenos Trabzon Ortahisar,Stenos Trabzon Ortahisar,Trabzon,Karadeniz Bölgesi,Ümmahan Kerime Akça,Satış,Otomobil,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,3 yıldan fazla,71.9,3.0,Önerdiğim birkaç finans kurumundan biridir,2.0,Stenos Auto Finans; İş Bankası; Finans Bank,Onay süreleri kısa,8.0,6.0,10.0,9.0,1.0,,Çözüm odaklı olmaları; Stenos CRM sisteminin iyi olması,Kolay ulaşılır olmaması; Satış danışmanlarının inisiyatif almaması,10.0,8.0,9.0,8.0,,7,,7.0,1.0,1.0,,,,,6,Fiyat rekabetçi değil / hasar süreci yavaş,,1,8.0,77.8,Promoter,8.0
DSI-00163,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-05-13,Stenos Denizli Merkezefendi,Stenos Denizli Merkezefendi,Denizli,Ege Bölgesi,Bengibay Çapkan Çetin Seven,Satış,Otomobil,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,1 yıl – 3 yıl arası,90.0,3.0,Önerdiğim birkaç finans kurumundan biridir,2.0,Stenos Auto Finans; Akbank; Finans Bank,Faiz avantajı,9.0,10.0,10.0,8.0,1.0,,Yeniden borcu yapılandırması; Bankalar gibi şube limitinin olmaması; Kontaktaki kişilerin olumlu sıcak yaklaşımları; Stenos CRM üzerinden takip yapılabilmesi,"Sürecin hiçbir aşamasında geri bildirim yapılmaması; Prim sisteminde acenteye ödeme yapılması, paranın kesintiye uğraması; Telefonların hep meşgul olması ya da cevap verilmemesi; Teknolojik alt yapılarının olmaması",10.0,8.0,8.0,8.0,,9,,10.0,1.0,1.0,,,,,4,Fiyat rekabetçi değil / hasar süreci yavaş,,1,8.0,77.8,Promoter,9.0
DSI-00164,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-02-20,Stenos Denizli Merkezefendi,Stenos Denizli Merkezefendi,Denizli,Ege Bölgesi,Eyyüp Turabi Yaman,Sigorta,,,Sigorta Danışmanı,1 yıl – 3 yıl arası,92.0,,,,,,,,,,,,,,,,,,8.0,8,,,,,,Hepiyi; Ray; HDI,9.0,6.0,9,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,8.0,77.8,,9.0
DSI-00165,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-06-29,Stenos Kayseri Melikgazi,Stenos Kayseri Melikgazi,Kayseri,İç Anadolu Bölgesi,Erenalp Manço,Satış,Tüm segmentler,2.El Satış Müdürü,,1 yıldan daha az bir süredir,70.1,1.0,Genelde önermediğim finans kurumudur,1.0,Stenos Auto Finans; QNB Fibabank,Evrak süreci daha basit,9.0,9.0,10.0,8.0,1.0,,Kolay ulaşılabilirlik; Bankalar gibi şube limitinin olmaması; Yeniden borcu yapılandırması,Banka kadar esnek olunmaması,10.0,10.0,9.0,8.0,,9,,8.0,1.0,1.0,,,,,10,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,8.0,77.8,Promoter,9.0
DSI-00166,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-07-11,Stenos Gaziantep Şahinbey,Stenos Gaziantep Şahinbey,Gaziantep,Güney Doğu Anadolu Bölgesi,Hoşkadem İnönü,Satış,Otomobil,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,1 yıldan daha az bir süredir,64.3,2.0,Nadiren önerdiğim finans kurumudur,1.0,Stenos Auto Finans; Alternatifbank,Faiz avantajı,5.0,6.0,2.0,3.0,2.0,Rakip kurumların koşulları daha esnek kalıyor,Eski müşteriyi takip edebilme olanağı; Esnek ödeme planı sunması,İşlemlerin hallolması için kişisel bazda çaba harcanma ihtiyacı; Yoğun olmalarından dolayı işlerin ilerlememesi; Evrakların sık sık kaybolması; Satış danışmanlarının inisiyatif almaması,3.0,5.0,4.0,2.0,,3,"Ekranlar arası geçiş yavaş, rapor almak zor",5.0,1.0,1.0,,,,,6,Fiyat rekabetçi değil / hasar süreci yavaş,,1,2.0,11.1,Detractor,5.0
DSI-00167,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-05-07,Stenos İstanbul Kadıköy,Stenos İstanbul Kadıköy,İstanbul,Marmara Bölgesi,Tangül Manço Durdu,Satış,Tüm segmentler,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,1 yıl – 3 yıl arası,79.7,4.0,Kredi için en sık önerdiğim finans kurumudur,1.0,Stenos Auto Finans; Akbank; Anadolubank,Müşteri temsilcisi desteği iyi,7.0,7.0,4.0,7.0,1.0,,Eski müşteriyi takip edebilme olanağı; Güvenilir bir kurum olması,"Prim sisteminde acenteye ödeme yapılması, paranın kesintiye uğraması",4.0,8.0,9.0,7.0,,5,,4.0,1.0,1.0,,,,,7,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,7.0,66.7,Detractor,7.0
DSI-00168,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-03-24,Stenos Adana Seyhan,Stenos Adana Seyhan,Adana,Akdeniz Bölgesi,Ruhide Kısakürek,Satış,Otomobil,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,3 yıldan fazla,66.1,3.0,Önerdiğim birkaç finans kurumundan biridir,1.0,Stenos Auto Finans; Vakıflar Bankası; Kuveyt Türk,Onay süreleri kısa,7.0,7.0,4.0,10.0,1.0,,Güvenilir bir kurum olması; Kontaktaki kişilerin olumlu sıcak yaklaşımları; Yeniden borcu yapılandırması; Stenos CRM üzerinden takip yapılabilmesi,Eksik evrak bildiriminin geç haber verilmesi,4.0,5.0,6.0,8.0,,7,,8.0,1.0,2.0,Müşteriler dijital kullanmak istemiyor,,,,8,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,8.0,77.8,Detractor,7.0
DSI-00169,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-09-17,Stenos Samsun İlkadım,Stenos Samsun İlkadım,Samsun,Karadeniz Bölgesi,Dr. Büşranur Rahiye Zorlu Korutürk,Satış,Hafif ticari araçlar,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,1 yıl – 3 yıl arası,67.9,4.0,Kredi için en sık önerdiğim finans kurumudur,1.0,Stenos Auto Finans; Türkiye Finans; Finans Bank,Faiz avantajı,10.0,10.0,10.0,8.0,1.0,,Güvenilir bir kurum olması; Düşük faiz uygulaması,Telefonların hep meşgul olması ya da cevap verilmemesi,9.0,7.0,10.0,8.0,,6,,9.0,2.0,1.0,,,,,10,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,8.0,77.8,Promoter,10.0
DSI-00170,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-03-15,Stenos Ankara Çankaya,Stenos Ankara Çankaya,Ankara,İç Anadolu Bölgesi,Nili Ertaş,Satış,Tüm segmentler,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,1 yıl – 3 yıl arası,87.8,3.0,Önerdiğim birkaç finans kurumundan biridir,2.0,Stenos Auto Finans; QNB Fibabank; ING,Onay süreleri kısa,9.0,9.0,10.0,7.0,2.0,Rakip kurumların koşulları daha esnek kalıyor,Düşük faiz uygulaması; Eski müşteriyi takip edebilme olanağı; Stenos CRM üzerinden takip yapılabilmesi; Stenos CRM sisteminin iyi olması,Yeterince eğitim verilmemesi,10.0,8.0,6.0,10.0,,10,,6.0,1.0,1.0,,,,,8,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,10.0,100.0,Promoter,9.0
DSI-00171,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-01-31,Stenos Samsun İlkadım,Stenos Samsun İlkadım,Samsun,Karadeniz Bölgesi,Okt. İklim Yılmaz Bilge,Satış,Otomobil,Satış müdürü,,3 yıldan fazla,65.3,4.0,Kredi için en sık önerdiğim finans kurumudur,1.0,Stenos Auto Finans; Ziraat Bankası,Müşteri temsilcisi desteği iyi,7.0,8.0,5.0,7.0,2.0,Rakip kurumların koşulları daha esnek kalıyor,Kolay ulaşılabilirlik; Düşük faiz uygulaması; Güvenilir bir kurum olması; Sabit faiz uygulaması,"İşlemlerin hallolması için kişisel bazda çaba harcanma ihtiyacı; Prim sisteminde acenteye ödeme yapılması, paranın kesintiye uğraması; Tecrübesiz çalışanlarının olması",6.0,7.0,4.0,6.0,,8,"Ekranlar arası geçiş yavaş, rapor almak zor",7.0,2.0,1.0,,,,,4,Fiyat rekabetçi değil / hasar süreci yavaş,,1,6.0,55.6,Detractor,7.0
DSI-00172,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-05-16,Stenos Diyarbakır Kayapınar,Stenos Diyarbakır Kayapınar,Diyarbakır,Güney Doğu Anadolu Bölgesi,Yönetmen Ertaş,Satış,Otomobil,Acente Operasyon Sorumlusu (S.O.S.),,1 yıldan daha az bir süredir,78.4,,,,,,7.0,,,7.0,1.0,,Toplam paket sunması (sigorta gibi); Eski müşteriyi takip edebilme olanağı; Güvenilir bir kurum olması,Teknolojik alt yapılarının olmaması; Banka kadar esnek olunmaması; Tecrübesiz çalışanlarının olması,,,10.0,7.0,,6,,8.0,1.0,1.0,,,,,5,Fiyat rekabetçi değil / hasar süreci yavaş,,1,7.0,66.7,,7.0
DSI-00173,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-02-18,Stenos Trabzon Ortahisar,Stenos Trabzon Ortahisar,Trabzon,Karadeniz Bölgesi,Ballı Zaliha Gülen Bilir,Satış,Otomobil,Acente Operasyon Sorumlusu (S.O.S.),,1 yıldan daha az bir süredir,82.7,,,,,,10.0,,,5.0,1.0,,Eski müşteriyi takip edebilme olanağı; Finansal açıdan güçlü bir kurum olması,Sürecin hiçbir aşamasında geri bildirim yapılmaması,,,8.0,8.0,,9,,10.0,2.0,2.0,Uygulamayı yeterince tanımıyorum,,,,10,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,8.0,77.8,,10.0
DSI-00174,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-04-30,Stenos Adana Seyhan,Stenos Adana Seyhan,Adana,Akdeniz Bölgesi,Av. Gülüs Taçnur Aslan,Satış,Otomobil,Filo Satış Müdürü,,1 yıl – 3 yıl arası,58.8,4.0,Kredi için en sık önerdiğim finans kurumudur,1.0,Stenos Auto Finans; Türkiye Finans; TEB (Türk Ekonomi Bankası),Müşteri temsilcisi desteği iyi,7.0,8.0,8.0,10.0,1.0,,Esnek ödeme planı sunması; Stenos CRM sisteminin iyi olması; Kontaktaki kişilerin olumlu sıcak yaklaşımları,Teknolojik alt yapılarının olmaması; Satış danışmanlarının inisiyatif almaması; Faizlerin yüksek olması; Evrakların sık sık kaybolması,9.0,7.0,8.0,6.0,,3,"Ekranlar arası geçiş yavaş, rapor almak zor",10.0,1.0,1.0,,,,,6,Fiyat rekabetçi değil / hasar süreci yavaş,,1,6.0,55.6,Passive,7.0
DSI-00175,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-04-07,Stenos Ankara Çankaya,Stenos Ankara Çankaya,Ankara,İç Anadolu Bölgesi,Lâle Şama,Satış,Otomobil,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,3 yıldan fazla,95.0,2.0,Nadiren önerdiğim finans kurumudur,1.0,Stenos Auto Finans; Kuveyt Türk,Evrak süreci daha basit,9.0,7.0,10.0,9.0,2.0,Rakip kurumların koşulları daha esnek kalıyor,Eski müşteriyi takip edebilme olanağı; Düşük faiz uygulaması; Bankalar gibi şube limitinin olmaması; Güvenilir bir kurum olması,"Teknolojik alt yapılarının olmaması; Fazla evrak istenmesi; Prim sisteminde acenteye ödeme yapılması, paranın kesintiye uğraması",8.0,8.0,10.0,10.0,,9,,9.0,2.0,1.0,,,,,7,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,10.0,100.0,Promoter,9.0
DSI-00176,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2026-02-26,Stenos Adana Seyhan,Stenos Adana Seyhan,Adana,Akdeniz Bölgesi,Selâtin Akdeniz,Satış,Otomobil,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,1 yıl – 3 yıl arası,77.4,4.0,Kredi için en sık önerdiğim finans kurumudur,1.0,Stenos Auto Finans; Türkiye Finans,Uzun süredir çalışıyoruz,9.0,8.0,8.0,10.0,1.0,,Esnek ödeme planı sunması; Stenos CRM sisteminin iyi olması,Kolay ulaşılır olmaması; Teknolojik alt yapılarının olmaması; Faizlerin yüksek olması,6.0,6.0,9.0,8.0,,6,,9.0,2.0,2.0,Müşteriler dijital kullanmak istemiyor,,,,10,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,8.0,77.8,Passive,9.0
DSI-00177,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-04-29,Stenos Erzurum Yakutiye,Stenos Erzurum Yakutiye,Erzurum,Doğu Anadolu Bölgesi,Prof. Naz Akçay Tarhan,Satış,Hafif ticari araçlar,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,1 yıl – 3 yıl arası,53.3,5.0,Kredi için önerdiğim tek finans kurumudur,1.0,Stenos Auto Finans; HSBC Bank; Vakıflar Bankası,Müşteri temsilcisi desteği iyi,6.0,6.0,7.0,5.0,1.0,,Stenos CRM sisteminin iyi olması; Bankalar gibi şube limitinin olmaması,Evrakların sık sık kaybolması; Banka kadar esnek olunmaması; Sürecin hiçbir aşamasında geri bildirim yapılmaması,6.0,6.0,6.0,6.0,,8,"Ekranlar arası geçiş yavaş, rapor almak zor",6.0,1.0,2.0,Müşteriler dijital kullanmak istemiyor,,,,7,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,6.0,55.6,Passive,6.0
DSI-00178,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-12-15,Stenos İzmir Bornova,Stenos İzmir Bornova,İzmir,Ege Bölgesi,Alattin Ayvas Şener,Sigorta,,,Sigorta Danışmanı,1 yıldan daha az bir süredir,68.9,,,,,,,,,,,,,,,,,,6.0,4,"Ekranlar arası geçiş yavaş, rapor almak zor",,,,,Allianz; Axa; Sompo,7.0,6.0,7,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,6.0,55.6,,7.0
DSI-00179,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-04-11,Stenos Malatya Battalgazi,Stenos Malatya Battalgazi,Malatya,Doğu Anadolu Bölgesi,Bayan Edaviye Ferhan Dumanlı Ertaş,Satış,Otomobil,Filo Satış Danışmanı,,1 yıl – 3 yıl arası,47.5,3.0,Önerdiğim birkaç finans kurumundan biridir,1.0,Stenos Auto Finans; Türkiye Finans; Ziraat Bankası,Müşteri temsilcisi desteği iyi,5.0,6.0,6.0,5.0,1.0,,Stenos CRM üzerinden takip yapılabilmesi; Düşük faiz uygulaması; Yeniden borcu yapılandırması; Esnek ödeme planı sunması,Evrakların sık sık kaybolması; Yeterince eğitim verilmemesi,3.0,3.0,4.0,9.0,,7,,6.0,1.0,2.0,Uygulamayı yeterince tanımıyorum,,,,5,Fiyat rekabetçi değil / hasar süreci yavaş,,1,9.0,88.9,Detractor,5.0
DSI-00180,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-11-05,Stenos İstanbul Kadıköy,Stenos İstanbul Kadıköy,İstanbul,Marmara Bölgesi,Mehmed Akar,Satış,Otomobil,Filo Satış Müdürü,,3 yıldan fazla,80.3,3.0,Önerdiğim birkaç finans kurumundan biridir,1.0,Stenos Auto Finans; Burgan Bank,Müşteri temsilcisi desteği iyi,9.0,10.0,9.0,7.0,1.0,,Kontaktaki kişilerin olumlu sıcak yaklaşımları; Eski müşteriyi takip edebilme olanağı; Stenos CRM sisteminin iyi olması,Sürecin hiçbir aşamasında geri bildirim yapılmaması,7.0,7.0,8.0,10.0,,10,,7.0,1.0,1.0,,,,,10,,"Teminat kapsamı geniş, müşteri memnun kalıyor",2,10.0,100.0,Promoter,9.0
DSI-00181,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-12-02,Stenos İzmir Bornova,Stenos İzmir Bornova,İzmir,Ege Bölgesi,Toğan Hançer,Satış,Otomobil,Acente Operasyon Sorumlusu (S.O.S.),,1 yıl – 3 yıl arası,68.7,,,,,,10.0,,,10.0,1.0,,Stenos CRM sisteminin iyi olması; Kolay ulaşılabilirlik,Teknolojik alt yapılarının olmaması; Sürecin hiçbir aşamasında geri bildirim yapılmaması; Yeterince eğitim verilmemesi,,,9.0,8.0,,8,,7.0,2.0,1.0,,,,,10,,"Teminat kapsamı geniş, müşteri memnun kalıyor",1,8.0,77.8,,10.0
DSI-00182,Bayi Çalışanı / DSI,Stenos Auto_2025_DSI_Soru_Formu_Stenos CRM_v6Final,2025-12-31,Stenos Samsun İlkadım,Stenos Samsun İlkadım,Samsun,Karadeniz Bölgesi,Av. Eskinalp Çorlu,Satış,Otomobil,Satış Danışmanı / 2.El Satış Danışmanı / Satış Pazarlama Sorumlusu,,1 yıl – 3 yıl arası,51.8,4.0,Kredi için en sık önerdiğim finans kurumudur,1.0,Stenos Auto Finans; Halk Bankası,Evrak süreci daha basit,5.0,5.0,5.0,3.0,1.0,,Stenos CRM üzerinden takip yapılabilmesi; Çözüm odaklı olmaları; Kontaktaki kişilerin olumlu sıcak yaklaşımları; Düşük faiz uygulaması,Yoğun olmalarından dolayı işlerin ilerlememesi,5.0,6.0,6.0,6.0,,5,"Ekranlar arası geçiş yavaş, rapor almak zor",6.0,2.0,2.0,Müşteriler dijital kullanmak istemiyor,,,,5,Fiyat rekabetçi değil / hasar süreci yavaş,,1,6.0,55.6,Detractor,5.0
